data.flight_date,data.flight_status,data.departure.airport,data.departure.timezone,data.departure.iata,data.departure.icao,data.departure.terminal,data.departure.gate,data.departure.delay,data.departure.scheduled,data.departure.estimated,data.departure.actual,data.departure.estimated_runway,data.departure.actual_runway,data.arrival.airport,data.arrival.timezone,data.arrival.iata,data.arrival.icao,data.arrival.terminal,data.arrival.gate,data.arrival.baggage,data.arrival.delay,data.arrival.scheduled,data.arrival.estimated,data.arrival.actual,data.arrival.estimated_runway,data.arrival.actual_runway,data.airline.name,data.airline.iata,data.airline.icao,data.flight.number,data.flight.iata,data.flight.icao,airline_name,airline_iata,airline_icao,flight_number,flight_iata,flight_icao,registration,iata,icao,icao24,updated,latitude,longitude,altitude,direction,speed_horizontal,speed_vertical,is_ground
2025-01-21 00:00:00.000,"scheduled","Jorge Chavez International","America/Lima","LIM","SPJC","","3",23,2025-01-21 02:30:00.000,2025-01-21 02:30:00.000,,,,"El Alto","America/La_Paz","LPB","SLLP","","","",,2025-01-21 05:25:00.000,2025-01-21 05:25:00.000,,,,"LATAM Airlines","LA","LAN",2400,"LA2400","LAN2400","","","","","","","CC-BFM","A320","A320","E8026F","2025-01-21T08:15:16+00:00","-16.5124","-68.2204","3878.58","91","340.768","0","FALSE"
2025-01-21 00:00:00.000,"scheduled","Tianhe International","Asia/Shanghai","WUH","ZHHH","3","56",130,2025-01-21 14:40:00.000,2025-01-21 14:40:00.000,,,,"","","HUZ","ZGHZ","T2","","",,2025-01-21 16:30:00.000,2025-01-21 16:30:00.000,,,,"Shenzhen Airlines","ZH","CSZ",9719,"ZH9719","CSZ9719","","","","","","","B-6613","A320","A320","7805E1","2025-01-21T09:07:51+00:00","23.5769","114.111","2209.8","186","483.372","0","FALSE"
2025-01-21 00:00:00.000,"scheduled","Kota-Kinabalu International Airport","Asia/Kuching","BKI","WBKK","1","",23,2025-01-21 12:55:00.000,2025-01-21 12:55:00.000,2025-01-21 13:18:00.000,2025-01-21 13:18:00.000,2025-01-21 13:18:00.000,"Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","A7","K",,2025-01-21 15:35:00.000,2025-01-21 15:35:00.000,2025-01-21 15:24:00.000,2025-01-21 15:24:00.000,2025-01-21 15:24:00.000,"Malaysia Airlines","MH","MAS",2621,"MH2621","MAS2621","","","","","","","9M-MLM","B738","B738","750280","2025-01-21T06:32:48+00:00","2.7511","101.701","0","56","22.224","0","TRUE"
2025-01-21 00:00:00.000,"landed","Ube","Asia/Tokyo","UBJ","RJDC","","2",,2025-01-21 16:20:00.000,2025-01-21 16:20:00.000,2025-01-21 16:17:00.000,2025-01-21 16:17:00.000,2025-01-21 16:17:00.000,"Haneda Airport","Asia/Tokyo","HND","RJTT","1","","",,2025-01-21 17:50:00.000,2025-01-21 17:50:00.000,2025-01-21 17:28:00.000,2025-01-21 17:28:00.000,2025-01-21 17:28:00.000,"StarFlyer","7G","SFJ",14,"7G14","SFJ14","","","","","","","JA05MC","A320","A320","841442","","","","","","","",""
2025-01-21 00:00:00.000,"scheduled","Singapore Changi","Asia/Singapore","SIN","WSSS","4","G13",37,2025-01-21 16:00:00.000,2025-01-21 16:00:00.000,2025-01-21 16:36:00.000,2025-01-21 16:36:00.000,2025-01-21 16:36:00.000,"Don Muang","Asia/Bangkok","DMK","VTBD","1","","",17,2025-01-21 17:25:00.000,2025-01-21 17:25:00.000,,,,"AirAsia","AK","AXM",356,"AK356","AXM356","","","","","","","","","","","","","","","","","",""
2025-01-21 00:00:00.000,"active","Eduardo Gomes International","America/Manaus","MAO","SBEG","","",40,2025-01-21 02:45:00.000,2025-01-21 02:45:00.000,2025-01-21 03:25:00.000,2025-01-21 03:25:00.000,2025-01-21 03:25:00.000,"Galeao Antonio Carlos Jobim","America/Sao_Paulo","GIG","SBGL","2","B36","09",14,2025-01-21 07:50:00.000,2025-01-21 07:50:00.000,,,,"Emirates","EK","UAE",3718,"EK3718","UAE3718","gol","g3","glo","2005","g32005","glo2005","","","","","","","","","","","",""
2025-01-21 00:00:00.000,"landed","Zhengzhou","Asia/Shanghai","CGO","ZHCC","2","251",23,2025-01-21 13:45:00.000,2025-01-21 13:45:00.000,2025-01-21 14:07:00.000,2025-01-21 14:07:00.000,2025-01-21 14:07:00.000,"","","HUZ","ZGHZ","T2","","",7,2025-01-21 16:10:00.000,2025-01-21 16:10:00.000,2025-01-21 16:16:00.000,2025-01-21 16:16:00.000,2025-01-21 16:16:00.000,"West Air (China)","PN","CHB",6461,"PN6461","CHB6461","","","","","","","B-6763","A320","A320","780725","","","","","","","",""
2025-01-21 00:00:00.000,"active","Zhengzhou","Asia/Shanghai","CGO","ZHCC","2","256",36,2025-01-21 14:05:00.000,2025-01-21 14:05:00.000,2025-01-21 14:40:00.000,2025-01-21 14:40:00.000,2025-01-21 14:40:00.000,"","","HUZ","ZGHZ","T2","","",2,2025-01-21 16:30:00.000,2025-01-21 16:30:00.000,,,,"Tianjin Airlines","GS","GCR",6534,"GS6534","GCR6534","","","","","","","B-1619","A320","A320","780D32","2025-01-21T08:02:14+00:00","23.047","114.559","167.64","88","266.688","0","FALSE"
2025-01-21 00:00:00.000,"scheduled","Yichang","Asia/Shanghai","YIH","ZHYC","T2","5-10",61,2025-01-21 14:40:00.000,2025-01-21 14:40:00.000,2025-01-21 15:41:00.000,2025-01-21 15:41:00.000,2025-01-21 15:41:00.000,"","","HUZ","ZGHZ","T2","","",43,2025-01-21 16:30:00.000,2025-01-21 16:30:00.000,,,,"Hainan Airlines","HU","CHH",4307,"HU4307","CHH4307","guangxi beibu gulf airlines","gx","cbg","2041","gx2041","cbg2041","","","","","","","","","","","",""
2025-01-21 00:00:00.000,"scheduled","Yichang","Asia/Shanghai","YIH","ZHYC","T2","5-10",61,2025-01-21 14:40:00.000,2025-01-21 14:40:00.000,2025-01-21 15:41:00.000,2025-01-21 15:41:00.000,2025-01-21 15:41:00.000,"","","HUZ","ZGHZ","T2","","",43,2025-01-21 16:30:00.000,2025-01-21 16:30:00.000,,,,"Guangxi Beibu Gulf Airlines","GX","CBG",2041,"GX2041","CBG2041","","","","","","","B-3122","E190","E190","7804C0","2025-01-21T08:14:46+00:00","23.0487","114.605","0","87","105.564","0","TRUE"
2025-01-21 00:00:00.000,"scheduled","Shanghai Pudong International","Asia/Shanghai","PVG","ZSPD","2","C80",68,2025-01-21 14:15:00.000,2025-01-21 14:15:00.000,2025-01-21 15:23:00.000,2025-01-21 15:23:00.000,2025-01-21 15:23:00.000,"","","HUZ","ZGHZ","T2","","",32,2025-01-21 17:00:00.000,2025-01-21 17:00:00.000,,,,"Shandong Airlines","SC","CDG",5463,"SC5463","CDG5463","air china ltd","ca","cca","8577","ca8577","cca8577","","","","","","","","","","","",""
2025-01-21 00:00:00.000,"scheduled","Shanghai Pudong International","Asia/Shanghai","PVG","ZSPD","2","C80",68,2025-01-21 14:15:00.000,2025-01-21 14:15:00.000,2025-01-21 15:23:00.000,2025-01-21 15:23:00.000,2025-01-21 15:23:00.000,"","","HUZ","ZGHZ","T2","","",32,2025-01-21 17:00:00.000,2025-01-21 17:00:00.000,,,,"Shenzhen Airlines","ZH","CSZ",4855,"ZH4855","CSZ4855","air china ltd","ca","cca","8577","ca8577","cca8577","","","","","","","","","","","",""
2025-01-21 00:00:00.000,"scheduled","Shanghai Pudong International","Asia/Shanghai","PVG","ZSPD","2","C80",68,2025-01-21 14:15:00.000,2025-01-21 14:15:00.000,2025-01-21 15:23:00.000,2025-01-21 15:23:00.000,2025-01-21 15:23:00.000,"","","HUZ","ZGHZ","T2","","",32,2025-01-21 17:00:00.000,2025-01-21 17:00:00.000,,,,"Air China LTD","CA","CCA",8577,"CA8577","CCA8577","","","","","","","B-6882","A320","A320","780868","2025-01-21T08:38:36+00:00","22.9654","114.408","2087.88","308","203.72","0","FALSE"
2025-01-21 00:00:00.000,"landed","Kota-Kinabalu International Airport","Asia/Kuching","BKI","WBKK","1","",32,2025-01-21 13:50:00.000,2025-01-21 13:50:00.000,2025-01-21 14:22:00.000,2025-01-21 14:22:00.000,2025-01-21 14:22:00.000,"Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","B8","K",2,2025-01-21 16:30:00.000,2025-01-21 16:30:00.000,2025-01-21 16:31:00.000,2025-01-21 16:31:00.000,2025-01-21 16:31:00.000,"Qatar Airways","QR","QTR",5440,"QR5440","QTR5440","malaysia airlines","mh","mas","2611","mh2611","mas2611","","","","","","","","","","","",""
2025-01-21 00:00:00.000,"landed","Kota-Kinabalu International Airport","Asia/Kuching","BKI","WBKK","1","",32,2025-01-21 13:50:00.000,2025-01-21 13:50:00.000,2025-01-21 14:22:00.000,2025-01-21 14:22:00.000,2025-01-21 14:22:00.000,"Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","B8","K",2,2025-01-21 16:30:00.000,2025-01-21 16:30:00.000,2025-01-21 16:31:00.000,2025-01-21 16:31:00.000,2025-01-21 16:31:00.000,"Uzbekistan Airways","HY","UZB",7582,"HY7582","UZB7582","malaysia airlines","mh","mas","2611","mh2611","mas2611","","","","","","","","","","","",""
2025-01-21 00:00:00.000,"landed","Kota-Kinabalu International Airport","Asia/Kuching","BKI","WBKK","1","",32,2025-01-21 13:50:00.000,2025-01-21 13:50:00.000,2025-01-21 14:22:00.000,2025-01-21 14:22:00.000,2025-01-21 14:22:00.000,"Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","B8","K",2,2025-01-21 16:30:00.000,2025-01-21 16:30:00.000,2025-01-21 16:31:00.000,2025-01-21 16:31:00.000,2025-01-21 16:31:00.000,"Firefly","FY","FFM",7647,"FY7647","FFM7647","malaysia airlines","mh","mas","2611","mh2611","mas2611","","","","","","","","","","","",""
2025-01-21 00:00:00.000,"landed","Kota-Kinabalu International Airport","Asia/Kuching","BKI","WBKK","1","",32,2025-01-21 13:50:00.000,2025-01-21 13:50:00.000,2025-01-21 14:22:00.000,2025-01-21 14:22:00.000,2025-01-21 14:22:00.000,"Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","1","B8","K",2,2025-01-21 16:30:00.000,2025-01-21 16:30:00.000,2025-01-21 16:31:00.000,2025-01-21 16:31:00.000,2025-01-21 16:31:00.000,"IndiGo","6E","IGO",3754,"6E3754","IGO3754","malaysia airlines","mh","mas","2611","mh2611","mas2611","","","","","","","","","","","",""
2025-01-21 00:00:00.000,"scheduled","Kota-Kinabalu International Airport","Asia/Kuching","BKI","WBKK","1","D01",24,2025-01-21 13:25:00.000,2025-01-21 13:25:00.000,2025-01-21 13:49:00.000,2025-01-21 13:49:00.000,2025-01-21 13:49:00.000,"Kuala Lumpur International Airport (klia)","Asia/Kuala_Lumpur","KUL","WMKK","2","J4","3",5,2025-01-21 16:00:00.000,2025-01-21 16:00:00.000,2025-01-21 16:04:00.000,2025-01-21 16:04:00.000,2025-01-21 16:04:00.000,"AirAsia","AK","AXM",5115,"AK5115","AXM5115","","","","","","","9M-AGK","A20N","A20N","750450","2025-01-21T07:11:15+00:00","2.7443","101.695","0","326","35.188","0","TRUE"
